sample_index,class_id,target_label,generated_text,generation_seed,demonstration_seed,prompt_version,prompting_strategy,demonstration_source,demonstrations,temperature,top_p,repetition_penalty,max_new_tokens
68,2,Religious Hate,yahoodi agent sahi kaha tha apni zindagi ke samny koi haya hota nahin,201068,205068,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Religious Hate examples,"[""insaniyat ko bache rahne do, jis mazhab me janwar ka gala ret ke khushi banti hai, jis mazhab me soorma logo ko 72 virgin ladkiya baati jaati, jo duniya pe kabze ke sapne dekhta ho us mazhab se duuri banane me hi insaniyat ki bhalayi hai."", ""ye manhoos hinduon ki diwali k chakkar mai har jaga ki aur quality kharab hogai, bharwe"", ""tw kaafir tera peo kaafir tera pura khandaan kaafir ooo churry trump🐱🐱"", ""lant hy teri aagli pecchli tweet pe or tum pe or qadyanion pe or kuch ?""]",0.7,0.9,1.15,60
69,2,Religious Hate,ye apne baare main galiyan laga raha hy pta chlny wala hy,201069,205069,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Religious Hate examples,"[""tum log yahoodi ho kisi ko shuck nahi hona chaheye bus kafi hogae musalmanon ko aur dhoka na dou👹"", ""abe mc mein bheju teri maa cow ka photo kat te hue bc. chod teri tarah andhbhakt nhi hu aur nhi illiterate.. go and drink cow piss."", ""sali muslims randi. jihadi sali"", ""imran qadyani yahoodi agent hy pti ki 18 bank account hy jis may qadyani yahoodi hondo ny funding ki hy . gold smith jimaima aneel musrst . atif miaan sub qadyani yahoodi hy""]",0.7,0.9,1.15,60
70,2,Religious Hate,pakistan ki aagay bhenchod yeh to hain 😂,201070,205070,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Religious Hate examples,"[""that nigga was yahoodi he probably lied to all the employees"", ""hindoo wo qom ha jinper koi nabi koi kitaab nazil nahi hoi. ye to yahoodi se bhi bad tar hen"", ""hey are fighting amongst each other. #bajwa is compromise candidate. thats only reason why he a ahmadiya is a coas."", ""or mujhe un ladkiyo se utni hi nafrat hai jo mullo se shadi karti hai jitni kisi normal hindu ko😡 or mujhe hindu ladko se bhi itni hi nafrat hai jo muslim ladkiyo se shadi karte hai... dharam me koi milawat mujhe pasand nahi""]",0.7,0.9,1.15,60
71,2,Religious Hate,ye kya mullo ka charsi,201071,205071,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Religious Hate examples,"[""dekh le madarch*d islam ka nanga naach..babri par fate hue bawaseer ki tarah bhaunk raha tha na..us par bhi ab apne manhoos muh se kuch hag de..blood cousins ke incest ki paidaish"", ""or mujhe un ladkiyo se utni hi nafrat hai jo mullo se shadi karti hai jitni kisi normal hindu ko😡 or mujhe hindu ladko se bhi itni hi nafrat hai jo muslim ladkiyo se shadi karte hai... dharam me koi milawat mujhe pasand nahi"", ""yahodi agent qadyani chamcha"", ""gau mutr peeyo tum log lodu awkat bna phir aake muh lag, randwa saala""]",0.7,0.9,1.15,60
72,2,Religious Hate,"you call yourself ""khan"" but you are ""khandani"".   jab tak ungliyan pura kar raha hai tab tak ""maalik"" rahega kya?",201072,205072,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Religious Hate examples,"[""#khuda ki qasam agar mey hota tu zinda nahe bach sakta ta muj sey ye beghairat kafir yahoodi."", ""wehshi darandy easai yahodi hindo islam amanka ka mazhab"", ""tum log yahoodi ho kisi ko shuck nahi hona chaheye bus kafi hogae musalmanon ko aur dhoka na dou👹"", ""typical muslim randi-rona taqia.""]",0.7,0.9,1.15,60
73,2,Religious Hate,qandeel baloch ka naam to pata nahi abhi.. or tu teri maa ki bhen ko dikha raha hai 😂😂,201073,205073,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Religious Hate examples,"[""iran shia mulk ha or ye munafik log han"", ""jahil k bachy kahan likha h k gair mazhb sy nikaah jaiz ha... tmari gand me jo keera ha wo nhi merna... khoty khany waly... yahoodi kahan sy hogaey ahle kitaab ....tm.b yahoodi to nhi"", ""how did an ahmadiya get to the top in the army of sunnis, in the first place?"", ""chal na randi ! we have spiritual connection with supreme leader imam khamnae !  we have our hearts and souls for holy cities of najaf and karbala !  dont give a fck to wahabi chutiyas""]",0.7,0.9,1.15,60
74,2,Religious Hate,#stopislamistterrorism #donttolerateterrorism #mumbailattack   abe halala se phele hue aaj tak india ne 26/11 ki saza nahin di thi.,201074,205074,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Religious Hate examples,"[""ye lode teri maa or bahan ke shohar hai or jyada bolega to de denge teri maa or bahan ko hum denge talaq or fir halala wow kya baat hai mullo wow lund chuss lo ðÿ˜œðÿ˜œðÿ˜œðÿ˜œ"", ""kisi randi maa ki olad ap ki hindu aurtain jab pooja karti hn tab wo bagwan ka lund mounh me b leti hn?"", ""surprise!  surprise!  majority of the muslims are at just in different levels of \""usman khan\"" ranging from mild to extreme (except ahmadiya may be, but they are not \""real muslims\"")  that's from a person living in a country with 95% muslim    https://t.co/hq35u2xrrk,2009-05-25 17:25:26,sydney, new south wales"", ""kafir yahodi kafir hindo same thinking""]",0.7,0.9,1.15,60
75,2,Religious Hate,yar tum logon ko ghalib ki khaber nahin hai.. ye kis ne jo sakoon diya ha????,201075,205075,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Religious Hate examples,"[""hindu dharm ka matlab samajh pehle puppet khali bhaunk aur bhaunk iam enjoying ur bark 😂😂😂😂"", ""please all muslims come one page and unite  insha allah   yahoodi isreal finished all"", ""kafir yahodi kafir hindo same thinking"", ""m firqa wariyat m nahi parhna chahta, muslims mjo ahktlaf hen wo apni jaga , lekin pichly 200 saal sy muslim is liye mar kha rhy hen k sunni shia wahabi dayobandi bla bla ,,yahodi or nasara ny na koi sunni mulk chora ha na koi shia,  wo bs yehi dekhtay ye muslman ha ..bs maro isk""]",0.7,0.9,1.15,60
76,2,Religious Hate,jb tumhari maa bahan aur betiyan ka chutiyapa nikla tha tab yehi ho gaya tha,201076,205076,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Religious Hate examples,"[""another endian hijra coward hindu terrorist army soldier dispatched to shamshangarh by pakistan army i want more endian hindu terrorist dead so keep it up pakistan"", ""path of cruelty , path of violence, path of halala , path of tripe talaq, path of marrying 6 years old aisha,path to discipline their wives by beating them,path of hurun,path of apostasy,path of punishable apostasy, path of beheading. what a pissful religion izlam is ðÿ‘"", ""meri tarbiyat yehi hai k jo amreca ko apna baap manta hai na wo muslman hai or na us s koi hanra taloq hai tum nasl e yazeedi ho masl e yahodi or yahoodio ki olad ho"", ""lant hy teri aagli pecchli tweet pe or tum pe or qadyanion pe or kuch ?""]",0.7,0.9,1.15,60
77,2,Religious Hate,teri maa behan kisi gandu jahil ko bacha krna tha teri maut ka ghulam jab tak koi bhi nhi uski zindagi se nahi pohancha,201077,205077,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Religious Hate examples,"[""just the ten thousandth \""isolated\"" instance of christian /jewish/hindu/ahmedi places of worship being attacked by crybabies who themselves can't handle some nutcase burning a book full of fiction stories."", ""kadiyani kafir thay hain aur hamesha harain gay. ye dajjali fitnay ki ek kari hain. aur inkay supporters hum main bhe jo chupay howay hain wo bhe khanzeer kafir he hain. lannat beshomar kadiyanio pr."", ""poocho hamarai imam sai kai quran mein kaha likha huwa hain aisai ye sirf yahodi khanzeer logo ki chaal hainmuslims ko badnaam karkai liye  zara socho na tumharai hinduism ko badnaam kyun nahen kartai islam kai peechai kyun parai huwai hain zara dimagh ko khol kai socho"", ""phir in yahodi khanzeer logo ko pata chalaiga kai kia ta aur kia nahen ye sirf dajjal kai liye aisa kar rahai hain kyunkai ye yahodi log khazeer log dajjal ko apna leader samjhtai hain aur tumhara pura bollywood bollyminati ban chuka hain tumharai dimagh ko programming ki ja rah""]",0.7,0.9,1.15,60
78,2,Religious Hate,teri maa chod rha tha tu tera baap tha haramkhor,201078,205078,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Religious Hate examples,"[""gau mutr peeyo tum log lodu awkat bna phir aake muh lag, randwa saala"", ""haha jaat dikha di bsdk antankbadi halala ki aulaad teri ammi ka halala hua tha phir to randi ke bacheðÿ¤£ðÿ¤£ðÿ˜…"", ""kabi bi nai jo sakta ya shia log pora ka pora yahodi hn"", ""please all muslims come one page and unite  insha allah   yahoodi isreal finished all""]",0.7,0.9,1.15,60
79,2,Religious Hate,sharam aise tere munh pe,201079,205079,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Religious Hate examples,"[""chal na randi ! we have spiritual connection with supreme leader imam khamnae !  we have our hearts and souls for holy cities of najaf and karbala !  dont give a fck to wahabi chutiyas"", ""pta nhi kon si uni se graduate hote ho aap log jnha aesi wahiyat education di jati hðÿ˜‚ðÿ˜‚ðÿ˜‚ halala, gazwa-e-hind, camel urine or pta nhi kya kyaðÿ˜‚ðÿ˜‚ðÿ˜‚ðÿ¤£ðÿ¤£ðÿ¤£ðÿ¤£ðÿ‘ðÿ»"", ""waise madarso mein bahut achhi taaleem di jaati hai tum jihadi hijdo ko, asar dikh rha hai yahan, khud toh khud ki bhen chodte hi ho aur dusro ko bhi bhenchod samajhte ho."", ""dekh le madarch*d islam ka nanga naach..babri par fate hue bawaseer ki tarah bhaunk raha tha na..us par bhi ab apne manhoos muh se kuch hag de..blood cousins ke incest ki paidaish""]",0.7,0.9,1.15,60
80,2,Religious Hate,khanzeer yahodi hain,201080,205080,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Religious Hate examples,"[""#khuda ki qasam agar mey hota tu zinda nahe bach sakta ta muj sey ye beghairat kafir yahoodi."", ""please sell up you yahoodi bastards"", ""or mujhe un ladkiyo se utni hi nafrat hai jo mullo se shadi karti hai jitni kisi normal hindu ko😡 or mujhe hindu ladko se bhi itni hi nafrat hai jo muslim ladkiyo se shadi karte hai... dharam me koi milawat mujhe pasand nahi"", ""q teri bhen ko chuda hy dewbandion ny ..harami ki nasal""]",0.7,0.9,1.15,60
81,2,Religious Hate,ye yahodi agent hain aur ye sab kya yar haal jahan se pakistan mein khan nahi ayega to ye kya karay ga,201081,205081,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Religious Hate examples,"[""lant hy teri aagli pecchli tweet pe or tum pe or qadyanion pe or kuch ?"", ""aor hamary hkmran in k sath mily huy en ....yahudi aor hindun hmary sb sy bry dushman en"", ""meri tarbiyat yehi hai k jo amreca ko apna baap manta hai na wo muslman hai or na us s koi hanra taloq hai tum nasl e yazeedi ho masl e yahodi or yahoodio ki olad ho"", ""kaafir tujhe kuch nai malum""]",0.7,0.9,1.15,60
82,2,Religious Hate,tere baap ne tumhara jism ke liye kya goli marwane ki zarorat thi..?,201082,205082,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Religious Hate examples,"[""kutto ki tarah america maar raha hai tumhari kaum ko...aasmani kitab walo...israel roj filistin may maa chod raha hai tumhari.... pahle unse nipto....dare hue log😂😂"", ""waise madarso mein bahut achhi taaleem di jaati hai tum jihadi hijdo ko, asar dikh rha hai yahan, khud toh khud ki bhen chodte hi ho aur dusro ko bhi bhenchod samajhte ho."", ""please don't share his obnoxious face to me. below is the image of the book rohani khzain from ahmedi's official website see what your evil messiah has declared god but you had said you have read the books of mirza and accepted him mehdi may god give you hidyath"", ""well said.lanati hain ye qadyani kafir""]",0.7,0.9,1.15,60
83,2,Religious Hate,abe haramkhor khanzeer kai bacho ghar mein jaake bhaunk mat,201083,205083,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Religious Hate examples,"[""kutto ki tarah america maar raha hai tumhari kaum ko...aasmani kitab walo...israel roj filistin may maa chod raha hai tumhari.... pahle unse nipto....dare hue log😂😂"", ""tum vahi karo jo aata hai ,namaz or bakri chudai"", ""in beghairto israel yahodi khanzeer kai bacho nai kia kuch nahen kia hain lekhin alhamdulillah islam wahid deen jo mohabbat sikhati hain nakai nafrat aur ye sab sai tezi sai phelta huwa deen hain is liye inko jalan ho rahi hain aur har koshish kar bhe chukai hain aur kar bhe"", ""not surprised comment came from ahmedi. tbh, i won't be surprised when some christians will argue that they r included in muslim category too. just bcoz they believe there is only one god.""]",0.7,0.9,1.15,60
84,2,Religious Hate,rt :   ye bhenchod kya pakistan mein jaaton ko aur ahmadiya muslims ko goli maaro...aur israel mein zinda rehte hain...#israel,201084,205084,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Religious Hate examples,"[""path of cruelty , path of violence, path of halala , path of tripe talaq, path of marrying 6 years old aisha,path to discipline their wives by beating them,path of hurun,path of apostasy,path of punishable apostasy, path of beheading. what a pissful religion izlam is ðÿ‘"", ""ahmdi is a non muslim biggest cheap religion ahmdi."", ""dekh le madarch*d islam ka nanga naach..babri par fate hue bawaseer ki tarah bhaunk raha tha na..us par bhi ab apne manhoos muh se kuch hag de..blood cousins ke incest ki paidaish"", ""1 balatkari muslim 3 balatkari tera baap hindu h uske bare m kuch bol  be""]",0.7,0.9,1.15,60
85,2,Religious Hate,abe teri behna ......hindustani samajh rakha hua tha tu kya yahan tum logo ne mout ke liye kaha hua hai ????,201085,205085,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Religious Hate examples,"[""iran shia mulk ha or ye munafik log han"", ""no no ...... hindu na kah mujhe ........islam bura maan jayega .......kaafir kah kaafir..."", ""or mujhe un ladkiyo se utni hi nafrat hai jo mullo se shadi karti hai jitni kisi normal hindu ko😡 or mujhe hindu ladko se bhi itni hi nafrat hai jo muslim ladkiyo se shadi karte hai... dharam me koi milawat mujhe pasand nahi"", ""tm jeso ki jb g**nd mari jaye na fir tm log thek rehty ho bc k bachy jb wo yahoodi lanti marty hn na wo muslim dekhty hn air kuch ni dekhty baki tm na toh apni pesh krni hoti ha unhy.""]",0.7,0.9,1.15,60
86,2,Religious Hate,ye koi nai teri maa ki chut mein phudi marunga,201086,205086,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Religious Hate examples,"[""kaafir tujhe kuch nai malum"", ""pta nhi kon si uni se graduate hote ho aap log jnha aesi wahiyat education di jati hðÿ˜‚ðÿ˜‚ðÿ˜‚ halala, gazwa-e-hind, camel urine or pta nhi kya kyaðÿ˜‚ðÿ˜‚ðÿ˜‚ðÿ¤£ðÿ¤£ðÿ¤£ðÿ¤£ðÿ‘ðÿ»"", ""or wahan tumhara jahanumi ahmedi jo naaowz billah nabi hona ka dawa dar tha wo wo case hara tha or court sa bhag gya tha.nabi pak p.b.u.h allah ka akhri nabi han or on ka bad koi nabi nahi ae ga.ya ak haqeqat ha jo quran ma bhi ha.or 1947 ma pak islam ka name par bana tha."", ""ahmdi is a non muslim biggest cheap religion ahmdi.""]",0.7,0.9,1.15,60
87,2,Religious Hate,imran qadyani yahoodi agent hy pti ki 18 bank account hy jis may qadyani yahoodi hondo ney funding ki hy. gold smith jimaima aneel musrst,201087,205087,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Religious Hate examples,"[""imran qadyani yahoodi agent hy pti ki 18 bank account hy jis may qadyani yahoodi hondo ny funding ki hy . gold smith jimaima aneel musrst . atif miaan sub qadyani yahoodi hy"", ""bosdk yeh tumhare ghar me hota hai. saari k blouse me mote mote doodh dikhati firti hain tumhare dharam ki orate or hindu orat ko musalman ka l#nd aachaa lagta hai. yeh baat puri dunia janti hai"", ""gau mutr peeyo tum log lodu awkat bna phir aake muh lag, randwa saala"", ""abe halala ki paidaish..  tumhara to wajood hi 800 years purana hai..  jab bhagwan ram ko kagaj dikhane ki jarurat par gayi to tum kaun ho.. kagaj to dikhana hi parega.. #nrc_caa_npr""]",0.7,0.9,1.15,60
88,2,Religious Hate,haramkhor muslims,201088,205088,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Religious Hate examples,"[""no no ...... hindu na kah mujhe ........islam bura maan jayega .......kaafir kah kaafir..."", ""chhor bhen chod hrami hindu chhor esko😠😠😠"", ""in beghairto israel yahodi khanzeer kai bacho nai kia kuch nahen kia hain lekhin alhamdulillah islam wahid deen jo mohabbat sikhati hain nakai nafrat aur ye sab sai tezi sai phelta huwa deen hain is liye inko jalan ho rahi hain aur har koshish kar bhe chukai hain aur kar bhe"", ""lanat abbtknews k khilaf trend bnane walye yazeedion pe r bibi k dushmano p bhi""]",0.7,0.9,1.15,60
89,2,Religious Hate,aao ab teri baji ko lekar apne tattiyan ki tarah chudwaon ga,201089,205089,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Religious Hate examples,"[""#khuda ki qasam agar mey hota tu zinda nahe bach sakta ta muj sey ye beghairat kafir yahoodi."", ""madarchod muslaman ki kaum madarchod saalo ka imaan nahi hai bheno ko chod te hai bhen ke lode harmazaade uskiye apni  maa ki chut bhi chodta hoga aur chuswata hoga logo se saare musalamaan raand ki olad islam ki maa ki chut"", ""yahoodi kabhi hamara dost nhi ho sakta"", ""kisi randi maa ki olad ap ki hindu aurtain jab pooja karti hn tab wo bagwan ka lund mounh me b leti hn?""]",0.7,0.9,1.15,60
90,2,Religious Hate,ye qabristan ke naye saale musalman hai.,201090,205090,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Religious Hate examples,"[""bosdk yeh tumhare ghar me hota hai. saari k blouse me mote mote doodh dikhati firti hain tumhare dharam ki orate or hindu orat ko musalman ka l#nd aachaa lagta hai. yeh baat puri dunia janti hai"", ""oy ahmdi kuty. tum log smjhty ho k is trah kr k hm awam ko pagl bnao gy?? beta bajwa ne tere jeso ko nanga nachana he sbr kr. kahi ni ja rha hmara army chief. tum logo ne agly 3 sal me ye duniya hi chor jani bajwa k dar se. ye army chief nahi pakistan ka muhafiz he."", ""kitane maulviyon ne tumhari ammi jaan ka halala kiya hoga tab jakar tum jaisa suar nikla hoga .. ye bhi to bta re mulle.."", ""path of cruelty , path of violence, path of halala , path of tripe talaq, path of marrying 6 years old aisha,path to discipline their wives by beating them,path of hurun,path of apostasy,path of punishable apostasy, path of beheading. what a pissful religion izlam is ðÿ‘""]",0.7,0.9,1.15,60
91,2,Religious Hate,pata nai abhi tak tere jism kya maal hai apne ghar mein,201091,205091,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Religious Hate examples,"[""kafir yahodi kafir hindo same thinking"", ""meri tarbiyat yehi hai k jo amreca ko apna baap manta hai na wo muslman hai or na us s koi hanra taloq hai tum nasl e yazeedi ho masl e yahodi or yahoodio ki olad ho"", ""tum log yahoodi ho kisi ko shuck nahi hona chaheye bus kafi hogae musalmanon ko aur dhoka na dou👹"", ""qadiani ahmedi mirziee kaafir jo hen""]",0.7,0.9,1.15,60
92,2,Religious Hate,haan bharwe teri amma ka gand me gand me gaand marunga tu yaha ja k jo tujhe pata nahi kaise dikhane walon ke pas paisa hai tu wo bhi bahar jao,201092,205092,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Religious Hate examples,"[""kisi randi maa ki olad ap ki hindu aurtain jab pooja karti hn tab wo bagwan ka lund mounh me b leti hn?"", ""halala ki padayish ho aap aur kya expect karenge hum aapse"", ""pta nhi kon si uni se graduate hote ho aap log jnha aesi wahiyat education di jati hðÿ˜‚ðÿ˜‚ðÿ˜‚ halala, gazwa-e-hind, camel urine or pta nhi kya kyaðÿ˜‚ðÿ˜‚ðÿ˜‚ðÿ¤£ðÿ¤£ðÿ¤£ðÿ¤£ðÿ‘ðÿ»"", ""is cult  mein kisi boht hi pyare ko kho dene k baad uski qaber pe phool rakhna b jurm hai west mein qaberisat se phool chura k un ko sale kr k ahmdi chanda dia karte hain takey ragister se naam na kut jaye""]",0.7,0.9,1.15,60
93,2,Religious Hate,woh to baat karta tha na kehna chahte han ye sab muslims hein,201093,205093,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Religious Hate examples,"[""how did an ahmadiya get to the top in the army of sunnis, in the first place?"", ""ye manhoos hinduon ki diwali k chakkar mai har jaga ki aur quality kharab hogai, bharwe"", ""wise halala ki paidaish tumse yhi ummid ki ja sakti hai madarsa chhhap suarðÿ˜‚ðÿ¤£ðÿ¤£ðÿ¤£ðÿ¤£"", ""yahoodi kabhi hamara dost nhi ho sakta""]",0.7,0.9,1.15,60
94,2,Religious Hate,aap ko samajhta hy ki yahoodi agent kashmir frosh khanzeer muslims ko iska ghar dikhana hein???,201094,205094,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Religious Hate examples,"[""chal fosdi ke mohammad kabile wale ki halala ki aulad"", ""another endian hijra coward hindu terrorist army soldier dispatched to shamshangarh by pakistan army i want more endian hindu terrorist dead so keep it up pakistan"", ""huh wut you say u imbecile, i shat on you...toh toh toh kaafir"", ""in beghairto israel yahodi khanzeer kai bacho nai kia kuch nahen kia hain lekhin alhamdulillah islam wahid deen jo mohabbat sikhati hain nakai nafrat aur ye sab sai tezi sai phelta huwa deen hain is liye inko jalan ho rahi hain aur har koshish kar bhe chukai hain aur kar bhe""]",0.7,0.9,1.15,60
95,2,Religious Hate,gandu yahodi,201095,205095,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Religious Hate examples,"[""pehle america jaiga ue begairaat musliman kehlwane kai laiq nh pehle he logh kehty h eske bary me ye yahoodi hai"", ""shia kaafir hai aur hum naam k musalmaan."", ""m firqa wariyat m nahi parhna chahta, muslims mjo ahktlaf hen wo apni jaga , lekin pichly 200 saal sy muslim is liye mar kha rhy hen k sunni shia wahabi dayobandi bla bla ,,yahodi or nasara ny na koi sunni mulk chora ha na koi shia,  wo bs yehi dekhtay ye muslman ha ..bs maro isk"", ""q teri bhen ko chuda hy dewbandion ny ..harami ki nasal""]",0.7,0.9,1.15,60
96,2,Religious Hate,yeh qadyani hain aur ye yahodi agent hain,201096,205096,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Religious Hate examples,"[""obviously we muslims hate ahmedi's . 😡 we don't care whatever happens to them ! we just hate them. if their is oppression over other minorities in pakistan which is not usual alhamdolillah, then i condemn that."", ""typical muslim randi-rona taqia."", ""tum vahi karo jo aata hai ,namaz or bakri chudai"", ""abbey halala ki paidaish, 5 baap ki aulaad. patthar baazi ke alawa kuchh kaam kara kabhi teri kaum ne ?""]",0.7,0.9,1.15,60
97,2,Religious Hate,shukriya. islam k naam pe aise logon ki kamiyabeeat hai jinke saath yahoodi agent aur hindu sabit ho,201097,205097,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Religious Hate examples,"[""benchod randi  islam"", ""how did an ahmadiya get to the top in the army of sunnis, in the first place?"", ""hey are fighting amongst each other. #bajwa is compromise candidate. thats only reason why he a ahmadiya is a coas."", ""abe jaana mullle sale bhikari !! halala k maje krwa apni maa ko""]",0.7,0.9,1.15,60
98,2,Religious Hate,"abey saaley gand maro bhenchod, tera jism meri marzi hai tu bhi samjta hai",201098,205098,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Religious Hate examples,"[""bilkul,itny lecture milny hain jese christmas or new year pe milty hain ,kya apko pata bhi hai k kaafir janwaro k haqq main dua bhi nahi krni chahye"", ""teri maa ka halala kra rha tha koi problem madarjat bhosdike mulle"", ""jisko bhi hindu ki chudai par shak hai to ek baar mujh se chudwa kar dekho sab bhram dur ho jayega"", ""kadiyani kafir thay hain aur hamesha harain gay. ye dajjali fitnay ki ek kari hain. aur inkay supporters hum main bhe jo chupay howay hain wo bhe khanzeer kafir he hain. lannat beshomar kadiyanio pr.""]",0.7,0.9,1.15,60
99,2,Religious Hate,yeh yahoodi agent hai ye imrani gandu aur ye saali hai,201099,205099,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Religious Hate examples,"[""aor hamary hkmran in k sath mily huy en ....yahudi aor hindun hmary sb sy bry dushman en"", ""haha jaat dikha di bsdk antankbadi halala ki aulaad teri ammi ka halala hua tha phir to randi ke bacheðÿ¤£ðÿ¤£ðÿ˜…"", ""another endian hijra coward hindu terrorist army soldier dispatched to shamshangarh by pakistan army i want more endian hindu terrorist dead so keep it up pakistan"", ""is cult  mein kisi boht hi pyare ko kho dene k baad uski qaber pe phool rakhna b jurm hai west mein qaberisat se phool chura k un ko sale kr k ahmdi chanda dia karte hain takey ragister se naam na kut jaye""]",0.7,0.9,1.15,60
